Sample,Output_Q31,Output_Float
942,-4,-0.0000000
943,0,0.0000000
944,3,0.0000000
945,2,0.0000000
946,-2,-0.0000000
947,-5,-0.0000000
948,-4,-0.0000000
949,0,0.0000000
950,3,0.0000000
951,2,0.0000000
952,-2,-0.0000000
953,-5,-0.0000000
954,-4,-0.0000000
955,0,0.0000000
956,3,0.0000000
957,2,0.0000000
958,-2,-0.0000000
959,-5,-0.0000000
960,-4,-0.0000000
961,0,0.0000000
962,3,0.0000000
963,2,0.0000000
964,-2,-0.0000000
965,-5,-0.0000000
966,-4,-0.0000000
967,0,0.0000000
968,3,0.0000000
969,2,0.0000000
970,-2,-0.0000000
971,-5,-0.0000000
972,-4,-0.0000000
973,0,0.0000000
974,3,0.0000000
975,2,0.0000000
976,-2,-0.0000000
977,-5,-0.0000000
978,-4,-0.0000000
979,0,0.0000000
980,3,0.0000000
981,2,0.0000000
982,-2,-0.0000000
983,-5,-0.0000000
984,-4,-0.0000000
985,0,0.0000000
986,3,0.0000000
987,2,0.0000000
988,-2,-0.0000000
989,-5,-0.0000000
990,-4,-0.0000000
991,0,0.0000000
992,3,0.0000000
993,2,0.0000000
994,-2,-0.0000000
995,-5,-0.0000000
996,-4,-0.0000000
997,0,0.0000000
998,3,0.0000000
999,2,0.0000000
1000,-2,-0.0000000
1001,-5,-0.0000000
1002,-4,-0.0000000
1003,0,0.0000000
1004,3,0.0000000
1005,2,0.0000000
1006,-2,-0.0000000
1007,-5,-0.0000000
1008,-4,-0.0000000
1009,0,0.0000000
1010,3,0.0000000
1011,2,0.0000000
1012,-2,-0.0000000
1013,-5,-0.0000000
1014,-4,-0.0000000
1015,0,0.0000000
1016,3,0.0000000
1017,2,0.0000000
1018,-2,-0.0000000
1019,-5,-0.0000000
1020,-4,-0.0000000
1021,0,0.0000000
1022,3,0.0000000
1023,2,0.0000000
1024,-2,-0.0000000
1025,-5,-0.0000000
1026,-4,-0.0000000
1027,0,0.0000000
1028,3,0.0000000
1029,2,0.0000000
1030,-2,-0.0000000
1031,-5,-0.0000000
1032,-4,-0.0000000
1033,0,0.0000000
1034,3,0.0000000
1035,2,0.0000000
1036,-2,-0.0000000
1037,-5,-0.0000000
1038,-4,-0.0000000
1039,0,0.0000000
1040,3,0.0000000
1041,2,0.0000000
1042,-2,-0.0000000
1043,-5,-0.0000000
1044,-4,-0.0000000
1045,0,0.0000000
1046,3,0.0000000
1047,2,0.0000000
1048,-2,-0.0000000
1049,-5,-0.0000000
1050,-4,-0.0000000
1051,0,0.0000000
1052,3,0.0000000
1053,2,0.0000000
1054,-2,-0.0000000
1055,-5,-0.0000000
1056,-4,-0.0000000
1057,0,0.0000000
1058,3,0.0000000
1059,2,0.0000000
1060,-2,-0.0000000
1061,-5,-0.0000000
1062,-4,-0.0000000
1063,0,0.0000000
1064,3,0.0000000
1065,2,0.0000000
1066,-2,-0.0000000
1067,-5,-0.0000000
1068,-4,-0.0000000
1069,0,0.0000000
1070,3,0.0000000
1071,2,0.0000000
1072,-2,-0.0000000
1073,-5,-0.0000000
1074,-4,-0.0000000
1075,0,0.0000000
1076,3,0.0000000
1077,2,0.0000000
1078,-2,-0.0000000
1079,-5,-0.0000000
1080,-4,-0.0000000
1081,0,0.0000000
1082,3,0.0000000
1083,2,0.0000000
1084,-2,-0.0000000
1085,-5,-0.0000000
1086,-4,-0.0000000
1087,0,0.0000000
1088,3,0.0000000
1089,2,0.0000000
1090,-2,-0.0000000
1091,-5,-0.0000000
1092,-4,-0.0000000
1093,0,0.0000000
1094,3,0.0000000
1095,2,0.0000000
1096,-2,-0.0000000
1097,-5,-0.0000000
1098,-4,-0.0000000
1099,0,0.0000000
1100,3,0.0000000
1101,2,0.0000000
1102,-2,-0.0000000
1103,-5,-0.0000000
1104,-4,-0.0000000
1105,0,0.0000000
1106,3,0.0000000
1107,2,0.0000000
1108,-2,-0.0000000
1109,-5,-0.0000000
1110,-4,-0.0000000
1111,0,0.0000000
1112,3,0.0000000
1113,2,0.0000000
1114,-2,-0.0000000
1115,-5,-0.0000000
1116,-4,-0.0000000
1117,0,0.0000000
1118,3,0.0000000
1119,2,0.0000000
1120,-2,-0.0000000
1121,-5,-0.0000000
1122,-4,-0.0000000
1123,0,0.0000000
1124,3,0.0000000
1125,2,0.0000000
1126,-2,-0.0000000
1127,-5,-0.0000000
1128,-4,-0.0000000
1129,0,0.0000000
1130,3,0.0000000
1131,2,0.0000000
1132,-2,-0.0000000
1133,-5,-0.0000000
1134,-4,-0.0000000
1135,0,0.0000000
1136,3,0.0000000
1137,2,0.0000000
1138,-2,-0.0000000
1139,-5,-0.0000000
1140,-4,-0.0000000
1141,0,0.0000000
1142,3,0.0000000
1143,2,0.0000000
1144,-2,-0.0000000
1145,-5,-0.0000000
1146,-4,-0.0000000
1147,0,0.0000000
1148,3,0.0000000
1149,2,0.0000000
1150,-2,-0.0000000
1151,-5,-0.0000000
1152,-4,-0.0000000
1153,0,0.0000000
1154,3,0.0000000
1155,2,0.0000000
1156,-2,-0.0000000
1157,-5,-0.0000000
1158,-4,-0.0000000
1159,0,0.0000000
1160,3,0.0000000
1161,2,0.0000000
1162,-2,-0.0000000
1163,-5,-0.0000000
1164,-4,-0.0000000
1165,0,0.0000000
1166,3,0.0000000
1167,2,0.0000000
1168,-2,-0.0000000
1169,-5,-0.0000000
1170,-4,-0.0000000
1171,0,0.0000000
1172,3,0.0000000
1173,2,0.0000000
1174,-2,-0.0000000
1175,-5,-0.0000000
1176,-4,-0.0000000
1177,0,0.0000000
1178,3,0.0000000
1179,2,0.0000000
1180,-2,-0.0000000
1181,-5,-0.0000000
1182,-4,-0.0000000
1183,0,0.0000000
1184,3,0.0000000
1185,2,0.0000000
1186,-2,-0.0000000
1187,-5,-0.0000000
1188,-4,-0.0000000
1189,0,0.0000000
1190,3,0.0000000
1191,2,0.0000000
1192,-2,-0.0000000
1193,-5,-0.0000000
1194,-4,-0.0000000
1195,0,0.0000000
1196,3,0.0000000
1197,2,0.0000000
1198,-2,-0.0000000
1199,-5,-0.0000000
1200,-4,-0.0000000
1201,0,0.0000000
1202,3,0.0000000
1203,2,0.0000000
1204,-2,-0.0000000
1205,-5,-0.0000000
1206,-4,-0.0000000
1207,0,0.0000000
1208,3,0.0000000
1209,2,0.0000000
1210,-2,-0.0000000
1211,-5,-0.0000000
1212,-4,-0.0000000
1213,0,0.0000000
1214,3,0.0000000
1215,2,0.0000000
1216,-2,-0.0000000
1217,-5,-0.0000000
1218,-4,-0.0000000
1219,0,0.0000000
1220,3,0.0000000
1221,2,0.0000000
1222,-2,-0.0000000
1223,-5,-0.0000000
1224,-4,-0.0000000
1225,0,0.0000000
1226,3,0.0000000
1227,2,0.0000000
1228,-2,-0.0000000
1229,-5,-0.0000000
1230,-4,-0.0000000
1231,0,0.0000000
1232,3,0.0000000
1233,2,0.0000000
1234,-2,-0.0000000
1235,-5,-0.0000000
1236,-4,-0.0000000
1237,0,0.0000000
1238,3,0.0000000
1239,2,0.0000000
1240,-2,-0.0000000
1241,-5,-0.0000000
1242,-4,-0.0000000
1243,0,0.0000000
