Sample,Output_Q31,Output_Float
2403,258,0.0000001
2404,625,0.0000003
2405,367,0.0000002
2406,-258,-0.0000001
2407,-626,-0.0000003
2408,-370,-0.0000002
2409,254,0.0000001
2410,623,0.0000003
2411,369,0.0000002
2412,-254,-0.0000001
2413,-624,-0.0000003
2414,-372,-0.0000002
2415,250,0.0000001
2416,621,0.0000003
2417,371,0.0000002
2418,-250,-0.0000001
2419,-622,-0.0000003
2420,-374,-0.0000002
2421,246,0.0000001
2422,619,0.0000003
2423,373,0.0000002
2424,-246,-0.0000001
2425,-620,-0.0000003
2426,-376,-0.0000002
2427,242,0.0000001
2428,617,0.0000003
2429,375,0.0000002
2430,-242,-0.0000001
2431,-618,-0.0000003
2432,-378,-0.0000002
2433,238,0.0000001
2434,615,0.0000003
2435,377,0.0000002
2436,-238,-0.0000001
2437,-616,-0.0000003
2438,-380,-0.0000002
2439,234,0.0000001
2440,613,0.0000003
2441,379,0.0000002
2442,-234,-0.0000001
2443,-614,-0.0000003
2444,-382,-0.0000002
2445,230,0.0000001
2446,611,0.0000003
2447,381,0.0000002
2448,-230,-0.0000001
2449,-612,-0.0000003
2450,-384,-0.0000002
2451,226,0.0000001
2452,609,0.0000003
2453,383,0.0000002
2454,-226,-0.0000001
2455,-610,-0.0000003
2456,-386,-0.0000002
2457,222,0.0000001
2458,607,0.0000003
2459,385,0.0000002
2460,-222,-0.0000001
2461,-608,-0.0000003
2462,-388,-0.0000002
2463,218,0.0000001
2464,605,0.0000003
2465,387,0.0000002
2466,-218,-0.0000001
2467,-606,-0.0000003
2468,-390,-0.0000002
2469,214,0.0000001
2470,603,0.0000003
2471,389,0.0000002
2472,-214,-0.0000001
2473,-604,-0.0000003
2474,-392,-0.0000002
2475,210,0.0000001
2476,601,0.0000003
2477,391,0.0000002
2478,-210,-0.0000001
2479,-602,-0.0000003
2480,-394,-0.0000002
2481,206,0.0000001
2482,599,0.0000003
2483,393,0.0000002
2484,-206,-0.0000001
2485,-600,-0.0000003
2486,-396,-0.0000002
2487,202,0.0000001
2488,597,0.0000003
2489,395,0.0000002
2490,-202,-0.0000001
2491,-598,-0.0000003
2492,-398,-0.0000002
2493,198,0.0000001
2494,595,0.0000003
2495,397,0.0000002
2496,-198,-0.0000001
2497,-596,-0.0000003
2498,-400,-0.0000002
2499,194,0.0000001
2500,593,0.0000003
2501,399,0.0000002
2502,-194,-0.0000001
2503,-594,-0.0000003
2504,-402,-0.0000002
2505,190,0.0000001
2506,591,0.0000003
2507,401,0.0000002
2508,-190,-0.0000001
2509,-592,-0.0000003
2510,-404,-0.0000002
2511,186,0.0000001
2512,589,0.0000003
2513,403,0.0000002
2514,-186,-0.0000001
2515,-590,-0.0000003
2516,-406,-0.0000002
2517,182,0.0000001
2518,587,0.0000003
2519,405,0.0000002
2520,-182,-0.0000001
2521,-588,-0.0000003
2522,-408,-0.0000002
2523,178,0.0000001
2524,585,0.0000003
2525,407,0.0000002
2526,-178,-0.0000001
2527,-586,-0.0000003
2528,-410,-0.0000002
2529,174,0.0000001
2530,583,0.0000003
2531,409,0.0000002
2532,-174,-0.0000001
2533,-584,-0.0000003
2534,-412,-0.0000002
2535,170,0.0000001
2536,581,0.0000003
2537,411,0.0000002
2538,-170,-0.0000001
2539,-582,-0.0000003
2540,-414,-0.0000002
2541,166,0.0000001
2542,579,0.0000003
2543,413,0.0000002
2544,-166,-0.0000001
2545,-580,-0.0000003
2546,-416,-0.0000002
2547,162,0.0000001
2548,577,0.0000003
2549,415,0.0000002
2550,-162,-0.0000001
2551,-578,-0.0000003
2552,-418,-0.0000002
2553,158,0.0000001
2554,575,0.0000003
2555,417,0.0000002
2556,-158,-0.0000001
2557,-576,-0.0000003
2558,-420,-0.0000002
2559,154,0.0000001
2560,573,0.0000003
2561,419,0.0000002
2562,-154,-0.0000001
2563,-574,-0.0000003
2564,-422,-0.0000002
2565,150,0.0000001
2566,571,0.0000003
2567,421,0.0000002
2568,-150,-0.0000001
2569,-572,-0.0000003
2570,-424,-0.0000002
2571,146,0.0000001
2572,569,0.0000003
2573,423,0.0000002
2574,-146,-0.0000001
2575,-570,-0.0000003
2576,-426,-0.0000002
2577,142,0.0000001
2578,567,0.0000003
2579,425,0.0000002
2580,-142,-0.0000001
2581,-568,-0.0000003
2582,-428,-0.0000002
2583,138,0.0000001
2584,565,0.0000003
2585,427,0.0000002
2586,-138,-0.0000001
2587,-566,-0.0000003
2588,-430,-0.0000002
2589,134,0.0000001
2590,563,0.0000003
2591,429,0.0000002
2592,-134,-0.0000001
2593,-564,-0.0000003
2594,-432,-0.0000002
2595,130,0.0000001
2596,561,0.0000003
2597,431,0.0000002
2598,-130,-0.0000001
2599,-562,-0.0000003
2600,-434,-0.0000002
2601,126,0.0000001
2602,558,0.0000003
2603,432,0.0000002
2604,-125,-0.0000001
2605,-557,-0.0000003
2606,-434,-0.0000002
2607,120,0.0000001
2608,552,0.0000003
2609,432,0.0000002
2610,-119,-0.0000001
2611,-551,-0.0000003
2612,-434,-0.0000002
2613,114,0.0000001
2614,546,0.0000003
2615,432,0.0000002
2616,-114,-0.0000001
2617,-546,-0.0000003
2618,-433,-0.0000002
2619,111,0.0000001
2620,542,0.0000003
2621,430,0.0000002
2622,-112,-0.0000001
2623,-542,-0.0000003
2624,-431,-0.0000002
2625,109,0.0000001
2626,538,0.0000003
2627,428,0.0000002
2628,-110,-0.0000001
2629,-538,-0.0000003
2630,-429,-0.0000002
2631,107,0.0000000
2632,534,0.0000002
2633,426,0.0000002
2634,-108,-0.0000001
2635,-534,-0.0000002
2636,-427,-0.0000002
2637,105,0.0000000
2638,530,0.0000002
2639,424,0.0000002
2640,-106,-0.0000000
2641,-530,-0.0000002
2642,-425,-0.0000002
2643,103,0.0000000
2644,526,0.0000002
2645,422,0.0000002
2646,-104,-0.0000000
2647,-526,-0.0000002
2648,-423,-0.0000002
2649,101,0.0000000
2650,522,0.0000002
2651,420,0.0000002
2652,-102,-0.0000000
2653,-522,-0.0000002
2654,-421,-0.0000002
2655,99,0.0000000
2656,518,0.0000002
2657,418,0.0000002
2658,-100,-0.0000000
2659,-518,-0.0000002
2660,-419,-0.0000002
2661,97,0.0000000
2662,514,0.0000002
2663,416,0.0000002
2664,-98,-0.0000000
2665,-514,-0.0000002
2666,-417,-0.0000002
2667,95,0.0000000
2668,510,0.0000002
2669,414,0.0000002
2670,-96,-0.0000000
2671,-510,-0.0000002
2672,-415,-0.0000002
2673,93,0.0000000
2674,506,0.0000002
2675,412,0.0000002
2676,-94,-0.0000000
2677,-506,-0.0000002
2678,-413,-0.0000002
2679,91,0.0000000
2680,502,0.0000002
2681,410,0.0000002
2682,-92,-0.0000000
2683,-502,-0.0000002
2684,-411,-0.0000002
2685,89,0.0000000
2686,498,0.0000002
2687,408,0.0000002
2688,-90,-0.0000000
2689,-498,-0.0000002
2690,-409,-0.0000002
2691,87,0.0000000
2692,494,0.0000002
2693,406,0.0000002
2694,-88,-0.0000000
2695,-494,-0.0000002
2696,-407,-0.0000002
2697,85,0.0000000
2698,490,0.0000002
2699,404,0.0000002
2700,-86,-0.0000000
2701,-490,-0.0000002
2702,-405,-0.0000002
2703,83,0.0000000
2704,486,0.0000002
2705,402,0.0000002
2706,-84,-0.0000000
2707,-486,-0.0000002
2708,-403,-0.0000002
2709,81,0.0000000
2710,482,0.0000002
2711,400,0.0000002
2712,-82,-0.0000000
2713,-482,-0.0000002
2714,-401,-0.0000002
2715,79,0.0000000
2716,478,0.0000002
2717,398,0.0000002
2718,-80,-0.0000000
2719,-478,-0.0000002
2720,-399,-0.0000002
2721,77,0.0000000
2722,474,0.0000002
2723,396,0.0000002
2724,-78,-0.0000000
2725,-474,-0.0000002
2726,-397,-0.0000002
2727,75,0.0000000
2728,470,0.0000002
2729,394,0.0000002
2730,-76,-0.0000000
2731,-470,-0.0000002
2732,-395,-0.0000002
2733,73,0.0000000
2734,466,0.0000002
2735,392,0.0000002
2736,-74,-0.0000000
2737,-466,-0.0000002
2738,-393,-0.0000002
2739,71,0.0000000
2740,462,0.0000002
2741,390,0.0000002
2742,-72,-0.0000000
2743,-462,-0.0000002
2744,-391,-0.0000002
2745,69,0.0000000
2746,458,0.0000002
2747,388,0.0000002
2748,-70,-0.0000000
2749,-458,-0.0000002
2750,-389,-0.0000002
2751,67,0.0000000
2752,454,0.0000002
2753,386,0.0000002
2754,-68,-0.0000000
2755,-454,-0.0000002
2756,-387,-0.0000002
2757,65,0.0000000
2758,450,0.0000002
2759,384,0.0000002
2760,-66,-0.0000000
2761,-450,-0.0000002
2762,-385,-0.0000002
2763,63,0.0000000
2764,446,0.0000002
2765,382,0.0000002
2766,-64,-0.0000000
2767,-446,-0.0000002
2768,-383,-0.0000002
2769,61,0.0000000
2770,442,0.0000002
2771,380,0.0000002
2772,-62,-0.0000000
2773,-442,-0.0000002
2774,-381,-0.0000002
2775,59,0.0000000
2776,438,0.0000002
2777,378,0.0000002
2778,-60,-0.0000000
2779,-438,-0.0000002
2780,-379,-0.0000002
2781,57,0.0000000
2782,434,0.0000002
2783,376,0.0000002
2784,-58,-0.0000000
2785,-434,-0.0000002
2786,-377,-0.0000002
2787,55,0.0000000
2788,430,0.0000002
2789,374,0.0000002
2790,-56,-0.0000000
2791,-430,-0.0000002
2792,-375,-0.0000002
2793,53,0.0000000
2794,426,0.0000002
2795,372,0.0000002
2796,-54,-0.0000000
2797,-426,-0.0000002
2798,-373,-0.0000002
2799,51,0.0000000
2800,422,0.0000002
2801,370,0.0000002
2802,-52,-0.0000000
2803,-422,-0.0000002
2804,-371,-0.0000002
2805,49,0.0000000
2806,418,0.0000002
2807,368,0.0000002
2808,-50,-0.0000000
2809,-418,-0.0000002
2810,-369,-0.0000002
2811,47,0.0000000
2812,414,0.0000002
2813,366,0.0000002
2814,-48,-0.0000000
2815,-414,-0.0000002
2816,-367,-0.0000002
2817,45,0.0000000
2818,410,0.0000002
2819,364,0.0000002
2820,-46,-0.0000000
2821,-410,-0.0000002
2822,-365,-0.0000002
2823,43,0.0000000
2824,406,0.0000002
2825,362,0.0000002
2826,-44,-0.0000000
2827,-406,-0.0000002
2828,-363,-0.0000002
2829,41,0.0000000
2830,402,0.0000002
2831,360,0.0000002
2832,-42,-0.0000000
2833,-402,-0.0000002
2834,-361,-0.0000002
2835,39,0.0000000
2836,398,0.0000002
2837,358,0.0000002
2838,-40,-0.0000000
2839,-398,-0.0000002
2840,-359,-0.0000002
2841,37,0.0000000
2842,394,0.0000002
2843,356,0.0000002
2844,-38,-0.0000000
2845,-394,-0.0000002
2846,-357,-0.0000002
2847,35,0.0000000
2848,390,0.0000002
2849,354,0.0000002
2850,-36,-0.0000000
2851,-390,-0.0000002
2852,-355,-0.0000002
2853,33,0.0000000
2854,386,0.0000002
2855,352,0.0000002
2856,-34,-0.0000000
2857,-386,-0.0000002
2858,-353,-0.0000002
2859,31,0.0000000
2860,382,0.0000002
2861,350,0.0000002
2862,-32,-0.0000000
2863,-382,-0.0000002
2864,-351,-0.0000002
2865,29,0.0000000
2866,378,0.0000002
2867,348,0.0000002
2868,-30,-0.0000000
2869,-378,-0.0000002
2870,-349,-0.0000002
2871,27,0.0000000
2872,374,0.0000002
2873,346,0.0000002
2874,-28,-0.0000000
2875,-374,-0.0000002
2876,-347,-0.0000002
2877,25,0.0000000
2878,370,0.0000002
2879,344,0.0000002
2880,-26,-0.0000000
2881,-370,-0.0000002
2882,-345,-0.0000002
2883,23,0.0000000
2884,366,0.0000002
2885,342,0.0000002
2886,-24,-0.0000000
2887,-366,-0.0000002
2888,-343,-0.0000002
2889,21,0.0000000
2890,362,0.0000002
2891,340,0.0000002
2892,-22,-0.0000000
2893,-362,-0.0000002
2894,-341,-0.0000002
2895,19,0.0000000
2896,358,0.0000002
2897,338,0.0000002
2898,-20,-0.0000000
2899,-358,-0.0000002
2900,-339,-0.0000002
2901,17,0.0000000
2902,354,0.0000002
2903,336,0.0000002
2904,-18,-0.0000000
2905,-354,-0.0000002
2906,-337,-0.0000002
2907,15,0.0000000
2908,350,0.0000002
2909,334,0.0000002
2910,-16,-0.0000000
2911,-350,-0.0000002
2912,-335,-0.0000002
2913,13,0.0000000
2914,346,0.0000002
2915,332,0.0000002
2916,-14,-0.0000000
2917,-346,-0.0000002
2918,-333,-0.0000002
2919,11,0.0000000
2920,342,0.0000002
2921,330,0.0000002
2922,-12,-0.0000000
2923,-342,-0.0000002
2924,-331,-0.0000002
2925,9,0.0000000
2926,338,0.0000002
2927,328,0.0000002
2928,-10,-0.0000000
2929,-338,-0.0000002
2930,-329,-0.0000002
2931,7,0.0000000
2932,334,0.0000002
2933,326,0.0000002
2934,-8,-0.0000000
2935,-335,-0.0000002
2936,-328,-0.0000002
2937,6,0.0000000
2938,333,0.0000002
2939,326,0.0000002
2940,-8,-0.0000000
2941,-335,-0.0000002
2942,-328,-0.0000002
2943,6,0.0000000
2944,333,0.0000002
2945,326,0.0000002
2946,-8,-0.0000000
2947,-335,-0.0000002
2948,-328,-0.0000002
2949,6,0.0000000
2950,333,0.0000002
2951,326,0.0000002
2952,-8,-0.0000000
2953,-335,-0.0000002
2954,-328,-0.0000002
2955,6,0.0000000
2956,333,0.0000002
2957,326,0.0000002
2958,-8,-0.0000000
2959,-335,-0.0000002
2960,-328,-0.0000002
2961,6,0.0000000
2962,333,0.0000002
2963,326,0.0000002
2964,-8,-0.0000000
2965,-335,-0.0000002
2966,-328,-0.0000002
2967,6,0.0000000
2968,333,0.0000002
2969,326,0.0000002
2970,-8,-0.0000000
2971,-335,-0.0000002
2972,-328,-0.0000002
2973,6,0.0000000
2974,333,0.0000002
2975,326,0.0000002
2976,-8,-0.0000000
2977,-335,-0.0000002
2978,-328,-0.0000002
2979,6,0.0000000
2980,333,0.0000002
2981,326,0.0000002
2982,-8,-0.0000000
2983,-335,-0.0000002
2984,-328,-0.0000002
2985,6,0.0000000
2986,333,0.0000002
2987,326,0.0000002
2988,-8,-0.0000000
2989,-335,-0.0000002
2990,-328,-0.0000002
2991,6,0.0000000
2992,333,0.0000002
2993,326,0.0000002
2994,-8,-0.0000000
2995,-335,-0.0000002
2996,-328,-0.0000002
2997,6,0.0000000
2998,333,0.0000002
2999,326,0.0000002
3000,-8,-0.0000000
3001,-335,-0.0000002
3002,-328,-0.0000002
3003,6,0.0000000
3004,333,0.0000002
3005,326,0.0000002
3006,-8,-0.0000000
3007,-335,-0.0000002
3008,-328,-0.0000002
3009,6,0.0000000
3010,333,0.0000002
3011,326,0.0000002
3012,-8,-0.0000000
3013,-335,-0.0000002
3014,-328,-0.0000002
3015,6,0.0000000
3016,333,0.0000002
3017,326,0.0000002
3018,-8,-0.0000000
3019,-335,-0.0000002
3020,-328,-0.0000002
3021,6,0.0000000
3022,333,0.0000002
3023,326,0.0000002
3024,-8,-0.0000000
3025,-335,-0.0000002
3026,-328,-0.0000002
3027,6,0.0000000
3028,333,0.0000002
3029,326,0.0000002
3030,-8,-0.0000000
3031,-335,-0.0000002
3032,-328,-0.0000002
3033,6,0.0000000
3034,333,0.0000002
3035,326,0.0000002
3036,-8,-0.0000000
3037,-335,-0.0000002
3038,-328,-0.0000002
3039,6,0.0000000
3040,333,0.0000002
3041,326,0.0000002
3042,-8,-0.0000000
3043,-335,-0.0000002
3044,-328,-0.0000002
3045,6,0.0000000
3046,333,0.0000002
3047,326,0.0000002
3048,-8,-0.0000000
3049,-335,-0.0000002
3050,-328,-0.0000002
3051,6,0.0000000
3052,333,0.0000002
3053,326,0.0000002
3054,-8,-0.0000000
3055,-335,-0.0000002
3056,-328,-0.0000002
3057,6,0.0000000
3058,333,0.0000002
3059,326,0.0000002
3060,-8,-0.0000000
3061,-335,-0.0000002
3062,-328,-0.0000002
3063,6,0.0000000
3064,333,0.0000002
3065,326,0.0000002
3066,-8,-0.0000000
3067,-335,-0.0000002
3068,-328,-0.0000002
3069,6,0.0000000
3070,333,0.0000002
3071,326,0.0000002
3072,-8,-0.0000000
3073,-335,-0.0000002
3074,-328,-0.0000002
3075,6,0.0000000
3076,333,0.0000002
3077,326,0.0000002
3078,-8,-0.0000000
3079,-335,-0.0000002
3080,-328,-0.0000002
3081,6,0.0000000
3082,333,0.0000002
3083,326,0.0000002
3084,-8,-0.0000000
3085,-335,-0.0000002
3086,-328,-0.0000002
3087,6,0.0000000
3088,333,0.0000002
3089,326,0.0000002
3090,-8,-0.0000000
3091,-335,-0.0000002
3092,-328,-0.0000002
3093,6,0.0000000
3094,333,0.0000002
3095,326,0.0000002
3096,-8,-0.0000000
3097,-335,-0.0000002
3098,-328,-0.0000002
3099,6,0.0000000
3100,333,0.0000002
3101,326,0.0000002
3102,-8,-0.0000000
3103,-335,-0.0000002
3104,-328,-0.0000002
3105,6,0.0000000
3106,333,0.0000002
3107,326,0.0000002
3108,-8,-0.0000000
3109,-335,-0.0000002
3110,-328,-0.0000002
3111,6,0.0000000
3112,333,0.0000002
3113,326,0.0000002
3114,-8,-0.0000000
3115,-335,-0.0000002
3116,-328,-0.0000002
3117,6,0.0000000
3118,333,0.0000002
3119,326,0.0000002
3120,-8,-0.0000000
3121,-335,-0.0000002
3122,-328,-0.0000002
3123,6,0.0000000
3124,333,0.0000002
3125,326,0.0000002
3126,-8,-0.0000000
3127,-335,-0.0000002
3128,-328,-0.0000002
3129,6,0.0000000
3130,333,0.0000002
3131,326,0.0000002
3132,-8,-0.0000000
3133,-335,-0.0000002
3134,-328,-0.0000002
3135,6,0.0000000
3136,333,0.0000002
3137,326,0.0000002
3138,-8,-0.0000000
3139,-335,-0.0000002
3140,-328,-0.0000002
3141,6,0.0000000
3142,333,0.0000002
3143,326,0.0000002
3144,-8,-0.0000000
3145,-335,-0.0000002
3146,-328,-0.0000002
3147,6,0.0000000
3148,333,0.0000002
3149,326,0.0000002
3150,-8,-0.0000000
3151,-335,-0.0000002
3152,-328,-0.0000002
3153,6,0.0000000
3154,333,0.0000002
3155,326,0.0000002
3156,-8,-0.0000000
3157,-335,-0.0000002
3158,-328,-0.0000002
3159,6,0.0000000
3160,333,0.0000002
3161,326,0.0000002
3162,-8,-0.0000000
3163,-335,-0.0000002
3164,-328,-0.0000002
3165,6,0.0000000
3166,333,0.0000002
3167,326,0.0000002
3168,-8,-0.0000000
3169,-335,-0.0000002
3170,-328,-0.0000002
3171,6,0.0000000
3172,333,0.0000002
3173,326,0.0000002
3174,-8,-0.0000000
3175,-335,-0.0000002
3176,-328,-0.0000002
3177,6,0.0000000
3178,333,0.0000002
3179,326,0.0000002
3180,-8,-0.0000000
3181,-335,-0.0000002
3182,-328,-0.0000002
3183,6,0.0000000
3184,333,0.0000002
3185,326,0.0000002
3186,-8,-0.0000000
3187,-335,-0.0000002
3188,-328,-0.0000002
3189,6,0.0000000
3190,333,0.0000002
3191,326,0.0000002
3192,-8,-0.0000000
3193,-335,-0.0000002
3194,-328,-0.0000002
3195,6,0.0000000
3196,333,0.0000002
3197,326,0.0000002
3198,-8,-0.0000000
3199,-335,-0.0000002
3200,-328,-0.0000002
3201,6,0.0000000
3202,333,0.0000002
3203,326,0.0000002
3204,-8,-0.0000000
3205,-335,-0.0000002
3206,-328,-0.0000002
3207,6,0.0000000
3208,333,0.0000002
3209,326,0.0000002
3210,-8,-0.0000000
3211,-335,-0.0000002
3212,-328,-0.0000002
3213,6,0.0000000
3214,333,0.0000002
3215,326,0.0000002
3216,-8,-0.0000000
3217,-335,-0.0000002
3218,-328,-0.0000002
3219,6,0.0000000
3220,333,0.0000002
3221,326,0.0000002
3222,-8,-0.0000000
3223,-335,-0.0000002
3224,-328,-0.0000002
3225,6,0.0000000
3226,333,0.0000002
3227,326,0.0000002
3228,-8,-0.0000000
3229,-335,-0.0000002
3230,-328,-0.0000002
3231,6,0.0000000
3232,333,0.0000002
3233,326,0.0000002
3234,-8,-0.0000000
3235,-335,-0.0000002
3236,-328,-0.0000002
3237,6,0.0000000
3238,333,0.0000002
3239,326,0.0000002
3240,-8,-0.0000000
3241,-335,-0.0000002
3242,-328,-0.0000002
3243,6,0.0000000
3244,333,0.0000002
3245,326,0.0000002
3246,-8,-0.0000000
3247,-335,-0.0000002
3248,-328,-0.0000002
3249,6,0.0000000
3250,333,0.0000002
3251,326,0.0000002
3252,-8,-0.0000000
3253,-335,-0.0000002
3254,-328,-0.0000002
3255,6,0.0000000
3256,333,0.0000002
3257,326,0.0000002
3258,-8,-0.0000000
3259,-335,-0.0000002
3260,-328,-0.0000002
3261,6,0.0000000
3262,333,0.0000002
3263,326,0.0000002
3264,-8,-0.0000000
3265,-335,-0.0000002
3266,-328,-0.0000002
3267,6,0.0000000
3268,333,0.0000002
3269,326,0.0000002
3270,-8,-0.0000000
3271,-335,-0.0000002
3272,-328,-0.0000002
3273,6,0.0000000
3274,333,0.0000002
3275,326,0.0000002
3276,-8,-0.0000000
3277,-335,-0.0000002
3278,-328,-0.0000002
3279,6,0.0000000
3280,333,0.0000002
3281,326,0.0000002
3282,-8,-0.0000000
3283,-335,-0.0000002
3284,-328,-0.0000002
3285,6,0.0000000
3286,333,0.0000002
3287,326,0.0000002
3288,-8,-0.0000000
3289,-335,-0.0000002
3290,-328,-0.0000002
3291,6,0.0000000
3292,333,0.0000002
3293,326,0.0000002
3294,-8,-0.0000000
3295,-335,-0.0000002
3296,-328,-0.0000002
3297,6,0.0000000
3298,333,0.0000002
3299,326,0.0000002
3300,-8,-0.0000000
3301,-335,-0.0000002
3302,-328,-0.0000002
3303,6,0.0000000
3304,333,0.0000002
3305,326,0.0000002
3306,-8,-0.0000000
3307,-335,-0.0000002
3308,-328,-0.0000002
3309,6,0.0000000
3310,333,0.0000002
3311,326,0.0000002
3312,-8,-0.0000000
3313,-335,-0.0000002
3314,-328,-0.0000002
3315,6,0.0000000
3316,333,0.0000002
3317,326,0.0000002
3318,-8,-0.0000000
3319,-335,-0.0000002
3320,-328,-0.0000002
3321,6,0.0000000
3322,333,0.0000002
3323,326,0.0000002
3324,-8,-0.0000000
3325,-335,-0.0000002
3326,-328,-0.0000002
3327,6,0.0000000
3328,333,0.0000002
3329,326,0.0000002
3330,-8,-0.0000000
3331,-335,-0.0000002
3332,-328,-0.0000002
3333,6,0.0000000
3334,333,0.0000002
3335,326,0.0000002
3336,-8,-0.0000000
3337,-335,-0.0000002
3338,-328,-0.0000002
3339,6,0.0000000
3340,333,0.0000002
3341,326,0.0000002
3342,-8,-0.0000000
3343,-335,-0.0000002
3344,-328,-0.0000002
3345,6,0.0000000
3346,333,0.0000002
3347,326,0.0000002
3348,-8,-0.0000000
3349,-335,-0.0000002
3350,-328,-0.0000002
3351,6,0.0000000
3352,333,0.0000002
3353,326,0.0000002
3354,-8,-0.0000000
3355,-335,-0.0000002
3356,-328,-0.0000002
3357,6,0.0000000
3358,333,0.0000002
3359,326,0.0000002
3360,-8,-0.0000000
3361,-335,-0.0000002
3362,-328,-0.0000002
3363,6,0.0000000
3364,333,0.0000002
3365,326,0.0000002
3366,-8,-0.0000000
3367,-335,-0.0000002
3368,-328,-0.0000002
3369,6,0.0000000
3370,333,0.0000002
3371,326,0.0000002
3372,-8,-0.0000000
3373,-335,-0.0000002
3374,-328,-0.0000002
3375,6,0.0000000
3376,333,0.0000002
3377,326,0.0000002
3378,-8,-0.0000000
3379,-335,-0.0000002
3380,-328,-0.0000002
3381,6,0.0000000
3382,333,0.0000002
3383,326,0.0000002
3384,-8,-0.0000000
3385,-335,-0.0000002
3386,-328,-0.0000002
3387,6,0.0000000
3388,333,0.0000002
3389,326,0.0000002
3390,-8,-0.0000000
3391,-335,-0.0000002
3392,-328,-0.0000002
3393,6,0.0000000
3394,333,0.0000002
3395,326,0.0000002
3396,-8,-0.0000000
3397,-335,-0.0000002
3398,-328,-0.0000002
3399,6,0.0000000
3400,333,0.0000002
3401,326,0.0000002
3402,-8,-0.0000000
3403,-335,-0.0000002
3404,-328,-0.0000002
3405,6,0.0000000
3406,333,0.0000002
3407,326,0.0000002
3408,-8,-0.0000000
3409,-335,-0.0000002
3410,-328,-0.0000002
3411,6,0.0000000
3412,333,0.0000002
3413,326,0.0000002
3414,-8,-0.0000000
3415,-335,-0.0000002
3416,-328,-0.0000002
3417,6,0.0000000
3418,333,0.0000002
3419,326,0.0000002
3420,-8,-0.0000000
3421,-335,-0.0000002
3422,-328,-0.0000002
3423,6,0.0000000
3424,333,0.0000002
3425,326,0.0000002
3426,-8,-0.0000000
3427,-335,-0.0000002
3428,-328,-0.0000002
3429,6,0.0000000
3430,333,0.0000002
3431,326,0.0000002
3432,-8,-0.0000000
3433,-335,-0.0000002
3434,-328,-0.0000002
3435,6,0.0000000
3436,333,0.0000002
3437,326,0.0000002
3438,-8,-0.0000000
3439,-335,-0.0000002
3440,-328,-0.0000002
3441,6,0.0000000
3442,333,0.0000002
3443,326,0.0000002
3444,-8,-0.0000000
3445,-335,-0.0000002
3446,-328,-0.0000002
3447,6,0.0000000
3448,333,0.0000002
3449,326,0.0000002
3450,-8,-0.0000000
3451,-335,-0.0000002
3452,-328,-0.0000002
3453,6,0.0000000
3454,333,0.0000002
3455,326,0.0000002
3456,-8,-0.0000000
3457,-335,-0.0000002
3458,-328,-0.0000002
3459,6,0.0000000
3460,333,0.0000002
3461,326,0.0000002
3462,-8,-0.0000000
3463,-335,-0.0000002
3464,-328,-0.0000002
3465,6,0.0000000
3466,333,0.0000002
3467,326,0.0000002
3468,-8,-0.0000000
3469,-335,-0.0000002
3470,-328,-0.0000002
3471,6,0.0000000
3472,333,0.0000002
3473,326,0.0000002
3474,-8,-0.0000000
3475,-335,-0.0000002
3476,-328,-0.0000002
3477,6,0.0000000
3478,333,0.0000002
3479,326,0.0000002
3480,-8,-0.0000000
3481,-335,-0.0000002
3482,-328,-0.0000002
3483,6,0.0000000
3484,333,0.0000002
3485,326,0.0000002
3486,-8,-0.0000000
3487,-335,-0.0000002
3488,-328,-0.0000002
3489,6,0.0000000
3490,333,0.0000002
3491,326,0.0000002
3492,-8,-0.0000000
3493,-335,-0.0000002
3494,-328,-0.0000002
3495,6,0.0000000
3496,333,0.0000002
3497,326,0.0000002
3498,-8,-0.0000000
3499,-335,-0.0000002
3500,-328,-0.0000002
3501,6,0.0000000
3502,333,0.0000002
3503,326,0.0000002
3504,-8,-0.0000000
3505,-335,-0.0000002
3506,-328,-0.0000002
3507,6,0.0000000
3508,333,0.0000002
3509,326,0.0000002
3510,-8,-0.0000000
3511,-335,-0.0000002
3512,-328,-0.0000002
3513,6,0.0000000
3514,333,0.0000002
3515,326,0.0000002
3516,-8,-0.0000000
3517,-335,-0.0000002
3518,-328,-0.0000002
3519,6,0.0000000
3520,333,0.0000002
3521,326,0.0000002
3522,-8,-0.0000000
3523,-335,-0.0000002
3524,-328,-0.0000002
3525,6,0.0000000
3526,333,0.0000002
3527,326,0.0000002
3528,-8,-0.0000000
3529,-335,-0.0000002
3530,-328,-0.0000002
3531,6,0.0000000
3532,333,0.0000002
3533,326,0.0000002
3534,-8,-0.0000000
3535,-335,-0.0000002
3536,-328,-0.0000002
3537,6,0.0000000
3538,333,0.0000002
3539,326,0.0000002
3540,-8,-0.0000000
3541,-335,-0.0000002
3542,-328,-0.0000002
3543,6,0.0000000
3544,333,0.0000002
3545,326,0.0000002
3546,-8,-0.0000000
3547,-335,-0.0000002
3548,-328,-0.0000002
3549,6,0.0000000
3550,333,0.0000002
3551,326,0.0000002
3552,-8,-0.0000000
3553,-335,-0.0000002
3554,-328,-0.0000002
3555,6,0.0000000
3556,333,0.0000002
3557,326,0.0000002
3558,-8,-0.0000000
3559,-335,-0.0000002
3560,-328,-0.0000002
3561,6,0.0000000
3562,333,0.0000002
3563,326,0.0000002
3564,-8,-0.0000000
3565,-335,-0.0000002
3566,-328,-0.0000002
3567,6,0.0000000
